Timestamp (UTC),Rainfall (mm)
2025-10-20T01:00:00Z,0
2025-10-20T01:15:00Z,0
2025-10-20T01:30:00Z,0
2025-10-20T01:45:00Z,0
2025-10-20T02:00:00Z,0.1
2025-10-20T02:15:00Z,0
2025-10-20T02:30:00Z,0
2025-10-20T02:45:00Z,0
2025-10-20T03:00:00Z,0
2025-10-20T03:15:00Z,0
2025-10-20T03:30:00Z,0.1
2025-10-20T03:45:00Z,0
2025-10-20T04:00:00Z,0
2025-10-20T04:15:00Z,0
2025-10-20T04:30:00Z,0
2025-10-20T04:45:00Z,0
2025-10-20T05:00:00Z,0
2025-10-20T05:15:00Z,0
2025-10-20T05:30:00Z,0.9
2025-10-20T05:45:00Z,0.6
2025-10-20T06:00:00Z,0.4
2025-10-20T06:15:00Z,0
2025-10-20T06:30:00Z,0
2025-10-20T06:45:00Z,0.1
2025-10-20T07:00:00Z,0
2025-10-20T07:15:00Z,0
2025-10-20T07:30:00Z,0
2025-10-20T07:45:00Z,0
2025-10-20T08:00:00Z,0
2025-10-20T08:15:00Z,4.3
2025-10-20T08:30:00Z,1.1
2025-10-20T08:45:00Z,0
2025-10-20T09:00:00Z,0
2025-10-20T09:15:00Z,0.1
2025-10-20T09:30:00Z,0
2025-10-20T09:45:00Z,0
2025-10-20T10:00:00Z,0
2025-10-20T10:15:00Z,0
2025-10-20T10:30:00Z,0
2025-10-20T10:45:00Z,0
2025-10-20T11:00:00Z,0.1
2025-10-20T11:15:00Z,0.7
2025-10-20T11:30:00Z,0.3
2025-10-20T11:45:00Z,0.3
2025-10-20T12:00:00Z,0.1
2025-10-20T12:15:00Z,0
2025-10-20T12:30:00Z,0
2025-10-20T12:45:00Z,0.9
2025-10-20T13:00:00Z,0.1
2025-10-20T13:15:00Z,0
2025-10-20T13:30:00Z,0.4
2025-10-20T13:45:00Z,0
2025-10-20T14:00:00Z,0
2025-10-20T14:15:00Z,0
2025-10-20T14:30:00Z,0.3
2025-10-20T14:45:00Z,0.3
2025-10-20T15:00:00Z,0.4
2025-10-20T15:15:00Z,1.3
2025-10-20T15:30:00Z,0.2
2025-10-20T15:45:00Z,0.1
2025-10-20T16:00:00Z,0.4
2025-10-20T16:15:00Z,0
2025-10-20T16:30:00Z,0
2025-10-20T16:45:00Z,3.1
2025-10-20T17:00:00Z,2.9
2025-10-20T17:15:00Z,0.1
2025-10-20T17:30:00Z,0.1
2025-10-20T17:45:00Z,0.5
2025-10-20T18:00:00Z,0.4
2025-10-20T18:15:00Z,1.3
2025-10-20T18:30:00Z,0.5
2025-10-20T18:45:00Z,0
2025-10-20T19:00:00Z,0.1
2025-10-20T19:15:00Z,0
2025-10-20T19:30:00Z,0
2025-10-20T19:45:00Z,0
2025-10-20T20:00:00Z,0
2025-10-20T20:15:00Z,0
2025-10-20T20:30:00Z,0
2025-10-20T20:45:00Z,0
2025-10-20T21:00:00Z,0
2025-10-20T21:15:00Z,0
2025-10-20T21:30:00Z,0
2025-10-20T21:45:00Z,0
2025-10-20T22:00:00Z,0
2025-10-20T22:15:00Z,0
2025-10-20T22:30:00Z,0
2025-10-20T22:45:00Z,0
2025-10-20T23:00:00Z,0
2025-10-20T23:15:00Z,0
2025-10-20T23:30:00Z,0
2025-10-20T23:45:00Z,0
2025-10-21T00:00:00Z,0
2025-10-21T00:15:00Z,0
2025-10-21T00:30:00Z,0
2025-10-21T00:45:00Z,0
2025-10-21T01:00:00Z,0
2025-10-21T01:15:00Z,0
2025-10-21T01:30:00Z,0
2025-10-21T01:45:00Z,0
2025-10-21T02:00:00Z,0
2025-10-21T02:15:00Z,0
2025-10-21T02:30:00Z,0
2025-10-21T02:45:00Z,0
2025-10-21T03:00:00Z,0
2025-10-21T03:15:00Z,0
2025-10-21T03:30:00Z,0
2025-10-21T03:45:00Z,0
2025-10-21T04:00:00Z,0
2025-10-21T04:15:00Z,0
2025-10-21T04:30:00Z,0
2025-10-21T04:45:00Z,0
2025-10-21T05:00:00Z,0
2025-10-21T05:15:00Z,0
2025-10-21T05:30:00Z,0
2025-10-21T05:45:00Z,0
2025-10-21T06:00:00Z,0
2025-10-21T06:15:00Z,0
2025-10-21T06:30:00Z,0
2025-10-21T06:45:00Z,0
2025-10-21T07:00:00Z,0
2025-10-21T07:15:00Z,0
2025-10-21T07:30:00Z,0
2025-10-21T07:45:00Z,0
2025-10-21T08:00:00Z,0
2025-10-21T08:15:00Z,0
2025-10-21T08:30:00Z,0
2025-10-21T08:45:00Z,0
2025-10-21T09:00:00Z,0
2025-10-21T09:15:00Z,0
2025-10-21T09:30:00Z,0
2025-10-21T09:45:00Z,0
2025-10-21T10:00:00Z,0
2025-10-21T10:15:00Z,0
2025-10-21T10:30:00Z,0
2025-10-21T10:45:00Z,0.1
2025-10-21T11:00:00Z,0
2025-10-21T11:15:00Z,0
2025-10-21T11:30:00Z,0
2025-10-21T11:45:00Z,0
2025-10-21T12:00:00Z,0
2025-10-21T12:15:00Z,0
2025-10-21T12:30:00Z,0
2025-10-21T12:45:00Z,0
2025-10-21T13:00:00Z,0
2025-10-21T13:15:00Z,0
2025-10-21T13:30:00Z,0
2025-10-21T13:45:00Z,0
